id,asset_type_id,name,manufacturer,model,Cell Type,Power Wattage,Power output tolerance ():,Connector type:,Warranty Type,Phase 1 Years,Phase 1 Percent,Phase 2 Years,Phase 2 Percent,Length (in.),Width (in.),Depth (in.),Weight (lbs.)
,5,Canadian Solar CS6C-P,Canadian Solar,CS6C-P,,,,,Linear,25,80.7,,,,,,
1808,5,Canadian Solar CS6K-260P-FG,Canadian Solar,CS6K-260P-FG,Poly-crystalline,260,5,MC4 or MC4 comparable,Linear,30,83,,,65,39.05,1.57,41.9
1813,5,Canadian Solar CS6K-265M,Canadian Solar,CS6K-265M,Mono-crystalline,265,5,MC4 or MC4 comparable,Linear,25,80.2,,,62.2,31.81,1.38,31.9
1809,5,Canadian Solar CS6K-265P-FG,Canadian Solar,CS6K-265P-FG,Poly-crystalline,265,5,MC4 or MC4 comparable,Linear,30,83,,,65,39.05,1.57,41.9
1814,5,Canadian Solar CS6K-270M,Canadian Solar,CS6K-270M,Mono-crystalline,270,5,MC4 or MC4 comparable,Linear,25,80.2,,,62.2,31.81,1.38,31.9
,5,Canadian Solar CS6K-M 270W All Black,Canadian Solar,CS6K-M 270W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 275W,Canadian Solar,CS6K-M 275W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 275W 1500V,Canadian Solar,CS6K-M 275W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 275W All Black,Canadian Solar,CS6K-M 275W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 280W,Canadian Solar,CS6K-M 280W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 280W 1500V,Canadian Solar,CS6K-M 280W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 280W All Black,Canadian Solar,CS6K-M 280W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 285W,Canadian Solar,CS6K-M 285W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M 285W 1500V,Canadian Solar,CS6K-M 285W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-M-FG 275W,Canadian Solar,CS6K-M-FG 275W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6K-M-FG 280W,Canadian Solar,CS6K-M-FG 280W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6K-M-FG 285W,Canadian Solar,CS6K-M-FG 285W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 285W All Black,Canadian Solar,CS6K-MS (SuperPower) 285W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 290W,Canadian Solar,CS6K-MS (SuperPower) 290W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 290W All Black,Canadian Solar,CS6K-MS (SuperPower) 290W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 295W,Canadian Solar,CS6K-MS (SuperPower) 295W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 295W All Black,Canadian Solar,CS6K-MS (SuperPower) 295W All Black,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-MS (SuperPower) 300W,Canadian Solar,CS6K-MS (SuperPower) 300W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6K-P 260W,Canadian Solar,CS6K-P 260W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 265W,Canadian Solar,CS6K-P 265W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 265W 1500V,Canadian Solar,CS6K-P 265W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 270W,Canadian Solar,CS6K-P 270W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 270W 1500V,Canadian Solar,CS6K-P 270W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 275W,Canadian Solar,CS6K-P 275W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P 275W 1500V,Canadian Solar,CS6K-P 275W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6K-P-FG 260W,Canadian Solar,CS6K-P-FG 260W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6K-P-FG 265W,Canadian Solar,CS6K-P-FG 265W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6K-P-FG 270W,Canadian Solar,CS6K-P-FG 270W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6K-P-FG 275W,Canadian Solar,CS6K-P-FG 275W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6K-P-SD (Smart Module),Canadian Solar,CS6K-P-SD (Smart Module),,,,,Linear,25,80.7,,,,,,
1454,5,Canadian Solar CS6P-255P,Canadian Solar,CS6P-255P,Poly-crystalline,255,5,MC4 or MC4 comparable,Linear,25,80.3,,,64.76,38.7,1.38,40.8
1456,5,Canadian Solar CS6P-260M,Canadian Solar,CS6P-260M,Mono-crystalline,260,5,MC4 or MC4 comparable,Linear,25,80.2,,,64.76,38.7,1.38,40.8
1810,5,Canadian Solar CS6P-260P,Canadian Solar,CS6P-260P,Poly-crystalline,260,5,MC4 or MC4 comparable,Linear,25,80.3,,,65,39.05,1.57,41.9
1812,5,Canadian Solar CS6P-265M,Canadian Solar,CS6P-265M,Mono-crystalline,265,5,MC4 or MC4 comparable,Linear,25,80.2,,,62.2,31.81,1.38,31.9
1811,5,Canadian Solar CS6P-265P,Canadian Solar,CS6P-265P,Poly-crystalline,265,5,MC4 or MC4 comparable,Linear,25,80.3,,,65,39.05,1.57,41.9
,5,Canadian Solar CS6P-M,Canadian Solar,CS6P-M,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6P-M (ELPS),Canadian Solar,CS6P-M (ELPS),,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6P-MX (NewEdge),Canadian Solar,CS6P-MX (NewEdge),,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6P-P 260W,Canadian Solar,CS6P-P 260W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-P 265W,Canadian Solar,CS6P-P 265W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-P 270W,Canadian Solar,CS6P-P 270W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-P-SD (Smart Module),Canadian Solar,CS6P-P-SD (Smart Module),,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-PE,Canadian Solar,CS6P-PE,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-PM (ELPX),Canadian Solar,CS6P-PM (ELPX),,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-PN,Canadian Solar,CS6P-PN,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-PT,Canadian Solar,CS6P-PT,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6P-PX (NewEdge),Canadian Solar,CS6P-PX (NewEdge),,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 325W,Canadian Solar,CS6U-M (MaxPower) 325W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 325W 1500V,Canadian Solar,CS6U-M (MaxPower) 325W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 330W,Canadian Solar,CS6U-M (MaxPower) 330W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 330W 1500V,Canadian Solar,CS6U-M (MaxPower) 330W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 335W,Canadian Solar,CS6U-M (MaxPower) 335W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 335W 1500V,Canadian Solar,CS6U-M (MaxPower) 335W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 340W,Canadian Solar,CS6U-M (MaxPower) 340W,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-M (MaxPower) 340W 1500V,Canadian Solar,CS6U-M (MaxPower) 340W 1500V,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 315W,Canadian Solar,CS6U-P (MaxPower) 315W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 315W 1500V,Canadian Solar,CS6U-P (MaxPower) 315W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 320W,Canadian Solar,CS6U-P (MaxPower) 320W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 320W 1500V,Canadian Solar,CS6U-P (MaxPower) 320W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 325W,Canadian Solar,CS6U-P (MaxPower) 325W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 325W 1500V,Canadian Solar,CS6U-P (MaxPower) 325W 1500V,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 330W,Canadian Solar,CS6U-P (MaxPower) 330W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6U-P (MaxPower) 330W 1500V,Canadian Solar,CS6U-P (MaxPower) 330W 1500V,,,,,Linear,25,80.7,,,,,,
1815,5,Canadian Solar CS6V-210P,Canadian Solar,CS6V-210P,Mono-crystalline,210,5,MC4 or MC4 comparable,Linear,25,0.803,,,62.2,31.81,1.38,31.9
1816,5,Canadian Solar CS6V-215P,Canadian Solar,CS6V-215P,Mono-crystalline,215,5,MC4 or MC4 comparable,Linear,25,0.803,,,62.2,31.81,1.38,31.9
1817,5,Canadian Solar CS6V-220M,Canadian Solar,CS6V-220M,Mono-crystalline,220,5,MC4 or MC4 comparable,Linear,25,0.803,,,77.01,39.05,1.57,58.4
1818,5,Canadian Solar CS6V-225M,Canadian Solar,CS6V-225M,Mono-crystalline,225,5,MC4 or MC4 comparable,Linear,25,0.803,,,77.01,39.05,1.57,58.4
,5,Canadian Solar CS6V-MM (ELPS),Canadian Solar,CS6V-MM (ELPS),,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6V-MS,Canadian Solar,CS6V-MS,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6V-P,Canadian Solar,CS6V-P,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6VH-M,Canadian Solar,CS6VH-M,,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6VH-MM (ELPS),Canadian Solar,CS6VH-MM (ELPS),,,,,Linear,25,80.2,,,,,,
,5,Canadian Solar CS6VH-P,Canadian Solar,CS6VH-P,,,,,Linear,25,80.7,,,,,,
1457,5,Canadian Solar CS6X-300M,Canadian Solar,CS6X-300M,,,,,Linear,25,80.2,,,,,,
1458,5,Canadian Solar CS6X-305M,Canadian Solar,CS6X-305M,,,,,Linear,25,80.2,,,,,,
1670,5,Canadian Solar CS6X-310P,Canadian Solar,CS6X-310P,Poly-crystalline,310,5,MC4 or MC4 comparable,Linear,25,0.803,,,65,39.05,1.57,41.9
1819,5,Canadian Solar CS6X-315P,Canadian Solar,CS6X-315P,Poly-crystalline,315,5,MC4 or MC4 comparable,Linear,25,0.803,,,77.01,39.05,1.57,58.4
1820,5,Canadian Solar CS6X-320P,Canadian Solar,CS6X-320P,Poly-crystalline,320,5,MC4 or MC4 comparable,Linear,25,0.803,,,77.01,39.05,1.57,58.4
,5,Canadian Solar CS6X-M-FG 330W,Canadian Solar,CS6X-M-FG 330W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6X-M-FG 335W,Canadian Solar,CS6X-M-FG 335W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6X-M-FG 340W,Canadian Solar,CS6X-M-FG 340W,,,,,Linear,30,81.5,,,,,,
,5,Canadian Solar CS6X-P (MaxPower) 310W,Canadian Solar,CS6X-P (MaxPower) 310W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6X-P (MaxPower) 315W,Canadian Solar,CS6X-P (MaxPower) 315W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6X-P (MaxPower) 320W,Canadian Solar,CS6X-P (MaxPower) 320W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6X-P (MaxPower) 325W,Canadian Solar,CS6X-P (MaxPower) 325W,,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6X-P-FG 315W,Canadian Solar,CS6X-P-FG 315W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6X-P-FG 320W,Canadian Solar,CS6X-P-FG 320W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6X-P-FG 325W,Canadian Solar,CS6X-P-FG 325W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6X-P-FG 330W,Canadian Solar,CS6X-P-FG 330W,,,,,Linear,30,83,,,,,,
,5,Canadian Solar CS6X-PM (ELPS),Canadian Solar,CS6X-PM (ELPS),,,,,Linear,25,80.7,,,,,,
,5,Canadian Solar CS6X-PX (NewEdge),Canadian Solar,CS6X-PX (NewEdge),,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN245-60M,CSUN,CSUN245-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN245-60P-BB,CSUN,CSUN245-60P-BB,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN245-60P-DG,CSUN,CSUN245-60P-DG,,,,,Linear,25,83,,,,,,
,5,CSUN CSUN250-60M,CSUN,CSUN250-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN250-60P-DG,CSUN,CSUN250-60P-DG,,,,,Linear,25,83,,,,,,
,5,CSUN CSUN250-60P-MM,CSUN,CSUN250-60P-MM,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN250-60P-SMART,CSUN,CSUN250-60P-SMART,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN255-60M,CSUN,CSUN255-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN255-60M-BB,CSUN,CSUN255-60M-BB,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN255-60M-DG,CSUN,CSUN255-60M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN255-60P,CSUN,CSUN255-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN255-60P-DG,CSUN,CSUN255-60P-DG,,,,,Linear,25,83,,,,,,
,5,CSUN CSUN255-60P-MM,CSUN,CSUN255-60P-MM,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN255-60P-SMART,CSUN,CSUN255-60P-SMART,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN255-60P-WARATAH,CSUN,CSUN255-60P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN257-60P,CSUN,CSUN257-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN260-60M,CSUN,CSUN260-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN260-60M-BB,CSUN,CSUN260-60M-BB,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN260-60M-DG,CSUN,CSUN260-60M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN260-60P,CSUN,CSUN260-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN260-60P-DG,CSUN,CSUN260-60P-DG,,,,,Linear,25,83,,,,,,
,5,CSUN CSUN260-60P-MM,CSUN,CSUN260-60P-MM,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN260-60P-SMART,CSUN,CSUN260-60P-SMART,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN260-60P-WARATAH,CSUN,CSUN260-60P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN265-60M,CSUN,CSUN265-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN265-60M-BB,CSUN,CSUN265-60M-BB,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN265-60M-DG,CSUN,CSUN265-60M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN265-60M-QSAR,CSUN,CSUN265-60M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN265-60M-SMART,CSUN,CSUN265-60M-SMART,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN265-60P,CSUN,CSUN265-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN265-60P-DG,CSUN,CSUN265-60P-DG,,,,,Linear,25,83,,,,,,
,5,CSUN CSUN265-60P-SMART,CSUN,CSUN265-60P-SMART,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN265-60P-WARATAH,CSUN,CSUN265-60P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN270-60M,CSUN,CSUN270-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN270-60M-BB,CSUN,CSUN270-60M-BB,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN270-60M-DG,CSUN,CSUN270-60M-DG,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN270-60M-QSAR,CSUN,CSUN270-60M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN270-60M-SMART,CSUN,CSUN270-60M-SMART,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN270-60P,CSUN,CSUN270-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN275-60M,CSUN,CSUN275-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN275-60M-QSAR,CSUN,CSUN275-60M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN275-60M-SMART,CSUN,CSUN275-60M-SMART,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN280-60M,CSUN,CSUN280-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN280-60M-BW,CSUN,CSUN280-60M-BW,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN280-60M-SMART,CSUN,CSUN280-60M-SMART,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN280-60P,CSUN,CSUN280-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN285-60M,CSUN,CSUN285-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN285-60M-BW,CSUN,CSUN285-60M-BW,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN285-60P,CSUN,CSUN285-60P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN290-120P,CSUN,CSUN290-120P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN290-60M,CSUN,CSUN290-60M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN290-60M-BW,CSUN,CSUN290-60M-BW,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN290-72P,CSUN,CSUN290-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN295-72P,CSUN,CSUN295-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN300-72P,CSUN,CSUN300-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN305-72P,CSUN,CSUN305-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN305-72P-WARATAH,CSUN,CSUN305-72P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN310-72P,CSUN,CSUN310-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN310-72P-WARATAH,CSUN,CSUN310-72P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN315-72M,CSUN,CSUN315-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN315-72M-QSAR,CSUN,CSUN315-72M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN315-72P,CSUN,CSUN315-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN315-72P-WARATAH,CSUN,CSUN315-72P-WARATAH,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN320-72M,CSUN,CSUN320-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN320-72M-QSAR,CSUN,CSUN320-72M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN320-72P,CSUN,CSUN320-72P,,,,,Linear,25,80.7,,,,,,
,5,CSUN CSUN325-72M,CSUN,CSUN325-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN325-72M-QSAR,CSUN,CSUN325-72M-QSAR,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN330-72M,CSUN,CSUN330-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN330-72M-DG,CSUN,CSUN330-72M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN335-72M,CSUN,CSUN335-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN335-72M-DG,CSUN,CSUN335-72M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN340-72M,CSUN,CSUN340-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN340-72M-DG,CSUN,CSUN340-72M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN CSUN340-72M-SMART,CSUN,CSUN340-72M-SMART,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN345-72M,CSUN,CSUN345-72M,,,,,Linear,25,80.18,,,,,,
,5,CSUN CSUN345-72M-DG,CSUN,CSUN345-72M-DG,,,,,Linear,25,82.5,,,,,,
,5,CSUN VSUN145-36P,CSUN,VSUN145-36P,,,,,Linear,25,80.7,,,,,,
,5,CSUN VSUN150-36P,CSUN,VSUN150-36P,,,,,Linear,25,80.7,,,,,,
,5,CSUN VSUN155-36P,CSUN,VSUN155-36P,,,,,Linear,25,80.7,,,,,,
,5,CSUN VSUN160-36P,CSUN,VSUN160-36P,,,,,Linear,25,80.7,,,,,,
,5,ET Solar ET-M648BB 210W,ET Solar,ET-M648BB 210W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M648BB 215W,ET Solar,ET-M648BB 215W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M648BB 220W,ET Solar,ET-M648BB 220W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M648BB 225W,ET Solar,ET-M648BB 225W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M660BB 265W,ET Solar,ET-M660BB 265W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M660BB 270W,ET Solar,ET-M660BB 270W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M660BB 275W,ET Solar,ET-M660BB 275W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M660BB 280W,ET Solar,ET-M660BB 280W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M660BB 285W,ET Solar,ET-M660BB 285W,,,,,Linear,25,81.4,,,,,,
,5,ET Solar ET-M672BB 320W,ET Solar,ET-M672BB 320W,,,,,Linear,25,81.4,,,,,,
